"runtime","budget","original_language.en","original_language.other","popularity","collection_cat","year","month","weekday.Friday","weekday.Saturday","weekday.Thursday","weekday.Tuesday","weekday.Wednesday","oldness","dept.Directing","dept.Writing","dept.Production","dept.Sound","dept.Camera","dept.Editing","dept.Art","dept.Crew","dept.Lighting","genre.Thriller","genre.Scienc","genre.Romance","genre.Mystery","genre.Horror","genre.Fiction","genre.Fantasy","genre.Family","genre.Drama","genre.Crime","genre.Comedy","genre.Adventure","genre.Action","keywrds.woman.director","lang.en","lang.fr","lang.es","lang.de","lang.ru","prod_comp.Warner.Bros","prod_comp.Universal.Pictures","prod_comp.Paramount.Pictures","prod_comp.Columbia.Pictures","prod_count.US","prod_count.GB","prod_count.FR","prod_count.DE","crew_gender_0","crew_gender_1","gender_0","gender_1","overview.life","overview.new","overview.young","overview.love","overview.man","overview.world","overview.family","overview.find","overview.finds","overview.get","budget_cat","popularity_cat","popular_run","budg_popular","revenue","logRevenue"
4.49980967033027,17.6221730699568,1,0,2.17686539519212,0,2002,4,0,0,0,0,0,6209,1,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,4,1,0,0,0,1,0,0,0,0,0,0,2,9.79547995629281,8.09520566079906,94935764,18.3687110629722
4.72738781871234,16.3804599923489,0,0,2.83831320000895,0,2011,11,0,0,0,0,1,2713,3,3,6,7,7,2,11,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,30,0,7,9,0,0,1,0,1,0,0,0,0,0,0,2,13.4178072474127,5.77119536783229,426480871,19.8710780751212
4.77068462446567,0,0,0,1.90148942496382,0,2005,5,0,0,0,0,0,5088,1,1,11,1,1,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,7,2,3,4,0,0,0,0,0,0,0,0,0,0,1,2,9.07140636325895,0,36000000,17.3990295241982
4.52178857704904,18.7571529877164,1,0,2.37193492742881,1,2007,8,0,0,0,0,1,4260,1,2,7,1,1,3,4,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,5,5,0,0,0,0,1,0,0,0,0,0,0,2,10.7253882603512,7.90795429116148,258022233,19.3685563174673
4.55387689160054,17.2167079729598,1,0,2.22293369208336,0,2012,4,0,0,0,0,0,2547,2,1,10,23,1,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,16,3,3,1,0,0,0,0,0,0,0,1,0,0,0,2,10.1229663719387,7.74503892503605,40346186,17.5130074500737
4.66343909411207,0,1,0,1.13156306627912,0,2000,1,1,0,0,0,0,7009,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,1,1,5.27697544073937,0,151559,11.9287368651325
4.85203026391962,17.7275335833924,1,0,2.68624375951047,0,1995,3,1,0,0,0,0,8794,1,2,5,1,1,3,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,2,13.03373601741,6.59937636732677,189859560,19.0617952041852
4.51085950651685,0,1,0,0.284622396413321,0,2013,9,1,0,0,0,0,2032,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1.28389164262864,0,92100,11.4306410799478
4.82028156560504,15.1505118878545,1,0,1.40018148707169,0,1965,4,0,0,0,0,1,19723,1,4,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.74926901063311,10.8203915190594,14873,9.60737000126325
4.77912349311153,0,1,0,1.37159332853193,1,2006,4,0,0,0,0,1,4729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,6.55501389938198,0,163000,12.0015116147394
4.84418708645859,14.9141231799657,1,0,2.37199109246521,0,1967,6,0,0,1,0,0,18917,2,3,2,9,5,1,5,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,11,0,6,1,0,1,0,0,0,0,0,0,0,0,0,2,11.4903686193148,6.28759662181758,16217773,16.6016183592557
4.69134788222914,17.0343864228325,1,0,1.37926949442056,0,2000,3,1,0,0,0,0,6974,1,1,5,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,4,1,5,0,0,0,1,1,0,0,0,0,1,0,1,6.47063302167315,12.3502959296499,24362772,17.0085668284817
4.48863636973214,16.5235608257331,1,0,1.88938560150656,0,2005,2,1,0,0,0,0,5175,1,1,5,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,5,2,4,1,0,1,0,1,0,0,0,0,0,0,2,8.4807649273706,8.74546773964909,47175038,17.6693754759276
4.56434819146784,15.1782396770228,0,1,1.21848735672015,0,2009,10,1,0,0,0,0,3467,1,2,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,9,2,0,0,0,0,1,0,0,0,0,1,0,1,5.56160056297203,12.4566246775663,4300000,15.2741258132219
4.52178857704904,18.1975372051382,1,0,2.8705107722305,1,2006,3,0,0,1,0,0,4763,1,2,2,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,17,7,0,0,0,0,0,0,0,0,0,0,0,2,12.9798428201681,6.33947706491202,660940780,20.3091748037874
4.77912349311153,17.4530967440064,1,0,2.20890146962928,1,1994,11,0,0,1,0,0,8907,1,2,6,1,1,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,4,0,0,0,0,1,0,0,1,0,0,0,2,10.5566129074739,7.90125634120549,120000000,18.6030023090797
4.63472898822964,13.235693848424,0,1,0.9450352220711,0,2008,1,0,0,0,0,1,4085,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,2,1,0,0,0,1,0,0,0,0,0,0,1,4.37998213863096,14.0055032228505,1500000,14.2209763327389
4.59511985013459,0,1,0,1.8579901516029,0,1988,1,1,0,0,0,0,11405,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,1,1,2,8.53768742698506,0,17514553,16.6785427504014
4.68213122712422,16.8112428815183,1,0,2.27827201087287,0,2016,2,1,0,0,0,0,1143,1,3,9,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,15,0,19,1,0,0,0,0,1,0,0,0,0,0,0,2,10.667168525991,7.3789445690804,46069568,17.6456631815395
4.56434819146784,0,1,0,2.31478220487405,0,1993,7,1,0,0,0,0,9410,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,10.5654719704588,0,36448200,17.4114026599197
4.58496747867057,0,0,0,1.37320405570227,0,2009,8,0,0,0,0,1,3532,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,6,1,0,1,0,0,0,1,0,0,0,1,1,6.29609593697346,0,1056938,13.8708875526856
4.83628190695148,18.6438243032666,1,0,2.89252632403955,1,1997,6,1,0,0,0,0,7961,2,3,23,17,11,4,24,26,8,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,80,7,1,3,0,1,0,0,1,0,0,0,0,0,0,2,13.9890727263333,6.4455158621442,238207122,19.2886511178809
4.97673374242057,18.8261458587272,1,0,3.18076174397151,1,2006,11,0,0,0,1,0,4527,10,4,29,27,20,6,30,17,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,104,3,43,7,0,0,0,0,0,1,0,0,0,0,0,2,15.8298042978235,5.91875386278408,599045960,20.2108488826854
4.66343909411207,15.2018051690841,1,0,1.03000184404668,0,1956,5,0,0,0,0,1,22957,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,4.80335086653482,14.7590077211504,14400000,16.4827388339907
4.89783979995091,0,0,1,1.98836080515742,0,2013,10,1,0,0,0,0,2011,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,1,2,9.73867268816243,0,154120,11.9454932871696
4.64439089914137,17.1828064224335,1,0,2.57200868933432,0,2005,3,1,0,0,0,0,5147,1,2,13,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,4,2,7,1,0,0,1,0,0,0,0,0,0,0,2,11.9454137492569,6.68069532334305,21126225,16.8660257650265
4.45434729625351,16.2134059216717,1,0,2.22897988674006,0,1990,4,0,0,1,0,0,10594,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,2,9.92865053190402,7.27391306584837,8266343,15.9277028894473
4.51085950651685,0,0,1,0.652093909297286,0,2004,3,0,0,0,1,0,5486,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,1,0,0,0,0,0,0,0,0,1,1,2.9415040098954,0,17393,9.76388059814971
4.44265125649032,13.0058318083369,1,0,1.24776076401969,0,1976,3,0,0,0,0,1,15712,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,4,3,0,0,1,0,1,0,0,0,0,0,0,1,5.54336592607137,10.4233376969142,2300000,14.6484201156819
4.67282883446191,16.648723960844,1,0,2.3669908865737,1,2011,8,0,0,1,0,0,2789,1,1,7,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,7,0,1,0,0,0,0,0,0,0,0,0,2,11.0605432656902,7.03370851796712,24922237,17.0312710552347
5.06259503302697,13.1223653774023,0,1,0.507216920220826,0,2000,5,1,0,0,0,0,6911,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,1,1,1,0,0,1,0,0,0,1,2.56783386097719,25.8713084170955,500000,13.1223653774023
4.81218435537242,0,1,0,1.29016857379816,0,1981,12,1,0,0,0,0,13624,1,2,4,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,0,3,2,0,1,0,1,1,0,0,0,0,1,1,1,6.20852902662466,0,35610100,17.3881398915319
4.63472898822964,14.2209763327389,1,0,2.03295575164972,0,2016,9,0,0,1,0,0,934,2,1,36,13,6,6,8,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,60,4,6,13,0,0,0,0,0,0,0,0,0,0,0,2,9.42219895395911,6.99522177066508,779820,13.5668196851501
4.77912349311153,16.5235608257331,1,0,1.78910260956677,0,2002,12,0,1,0,0,0,5958,1,2,9,5,1,2,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,7,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,8.55034231296769,9.23566973597692,9237470,16.0387787048561
4.65396035015752,17.5767106969137,1,0,2.4805603014187,0,2005,7,1,0,0,0,0,5000,3,2,25,16,10,4,23,19,7,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,77,7,7,9,0,0,0,0,0,0,0,1,1,0,0,2,11.5444292889774,7.08578246892893,91974818,18.3370253910271
4.45434729625351,14.5086582385241,1,0,2.41947359534145,0,2011,1,1,0,0,0,0,2998,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,4,2,3,0,0,0,0,0,0,1,0,0,0,0,2,10.7771756677659,5.99661772149928,13101672,16.3882504899408
4.66343909411207,15.8949522246441,1,0,2.374128149992,0,1979,12,0,0,0,1,0,14355,5,2,7,4,2,3,7,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,19,5,7,4,0,0,1,0,1,0,1,0,0,0,0,2,11.0716020291046,6.6950691876922,106260000,18.481399488398
4.84418708645859,16.8112428815183,1,0,2.68479372011434,0,2017,3,1,0,0,0,0,737,1,2,14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9,6,30,3,0,0,0,0,0,0,0,0,0,0,0,2,13.005643068783,6.26165159564002,13162475,16.3928806120609
4.70048036579242,0,1,0,1.67894233305748,0,1993,2,1,0,0,0,0,9557,2,3,9,1,1,1,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,5,1,2,0,0,0,0,1,0,0,0,0,0,1,2,7.89183547183439,0,140081992,18.7577384734249
4.71849887129509,17.2167079729598,1,0,3.2681178869164,1,2003,10,1,0,0,0,0,5658,4,3,38,33,10,7,40,29,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,124,11,16,9,0,0,0,0,0,0,0,0,0,0,0,2,15.4206105606744,5.26808045752731,180949000,19.0137257870967
4.67282883446191,0,0,1,1.57525218245255,0,2001,3,1,0,0,0,0,6596,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,0,0,0,0,0,0,0,0,0,0,1,2,7.36088381971334,0,215339,12.2799734533697
4.91265488573605,17.3708586480251,1,0,0.989826654724584,0,1995,9,0,0,0,0,1,8600,1,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,15,2,0,0,1,0,1,0,0,1,0,0,0,1,4.8626767513645,17.5493946996795,15000000,16.5235608257331
4.57471097850338,0,1,0,2.72934282890721,0,2008,5,0,0,1,0,0,3979,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,1,2,12.4859546035013,0,2724474,14.8177863069676
4.99721227376411,16.5235608257331,1,0,2.95407951738015,0,2001,5,0,0,0,0,1,6535,1,1,7,3,2,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,4,4,32,12,0,0,0,0,1,0,0,0,0,0,0,2,14.7621624219272,5.59347191858506,20117339,16.8170926876963
4.51085950651685,16.1668859103658,0,0,2.48519952356296,0,2012,8,1,0,0,0,0,2410,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,1,4,2,1,0,0,0,0,0,0,0,0,0,0,2,11.2103858964551,6.50526678324317,23000000,16.9510048173717
4.79579054559674,15.607270193859,1,0,1.87637754009956,0,1988,4,1,0,0,0,0,11314,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,8.99871366677955,8.31776647306855,46616067,17.6574558465306
4.91265488573605,17.909855136853,1,0,2.56004968132099,0,2001,12,0,0,0,1,0,6326,2,3,13,17,6,5,11,8,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,33,10,18,5,0,0,0,0,1,1,0,0,0,1,0,2,12.5766405746686,6.9959013950118,313542341,19.5634449711181
4.80402104473326,0,1,0,1.22415447742224,0,2012,9,1,0,0,0,0,2382,1,1,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,6,8,0,0,0,0,0,0,0,0,0,0,1,1,5.88086387154087,0,5310554,15.4852069075303
4.77068462446567,0,0,1,0.951805741226679,1,2014,2,0,0,1,0,0,1872,2,1,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,1,0,0,0,0,0,1,1,4.54076501514826,0,149521495,18.822950726412
4.66343909411207,16.2042734389425,1,0,2.67098288505755,0,2013,9,0,0,0,0,0,2037,2,1,10,10,4,3,11,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,32,3,4,5,0,0,1,1,0,0,0,1,0,0,0,2,12.4559660058816,6.06678295454272,16505460,16.6192018538094
4.66343909411207,17.2494977947075,1,0,2.01798559784849,0,2010,1,0,0,1,0,0,3363,2,1,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,8,10,4,0,0,1,0,0,0,0,0,0,0,0,2,9.41075292836175,8.54787953546266,15134293,16.5324738525049
4.58496747867057,16.4545679590081,1,0,1.58387309958765,0,1999,4,0,0,1,0,0,7297,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,7.26200665195052,10.3888171112269,18535191,16.735181753294
